hhid,num_inds,children_ind,hh_income_ind,age_ind,home_value_ind,state,total_amount_before_campaign,total_amount_during_campaign,total_transactions
54353,4,0,0 to 50,30-39,noValue,CT,1.16,0.95,3
54355,19,0,101 to 150,65+,noValue,NH,8.4,0.07,5
54361,8,1,101 to 150,40-49,101 to 200,TX,5.63,3.64,2
54364,18,2+,101 to 150,40-49,noValue,MA,7.78,5.62,5
54365,11,2+,0 to 50,50-59,101 to 200,CA,17.45,3.66,7
54366,11,0,0 to 50,noValue,0 to 100,GA,8.75,10.01,3
54367,15,1,0 to 50,65+,noValue,VA,13.53,5.01,6
54371,4,2+,0 to 50,30-39,noValue,CA,2.15,3.75,3
54372,6,2+,noValue,40-49,noValue,OH,6.68,6.04,2
54373,8,2+,noValue,50-59,noValue,TN,12.6,3.87,8
54376,26,1,0 to 50,60-64,501+,CA,19.1,1.82,7
54379,16,2+,101 to 150,40-49,noValue,FL,14.58,0.54,3
54382,19,2+,151+,noValue,noValue,CT,20.32,1.9,7
54388,13,0,51 to 100,noValue,noValue,FL,5.33,2.9,3
54389,10,2+,51 to 100,noValue,noValue,FL,2.83,4.27,4
54397,13,2+,0 to 50,40-49,201 to 500,MA,2.25,0.17,3
54401,16,1,101 to 150,65+,noValue,NY,7.69,0.0,3
54405,24,0,51 to 100,65+,201 to 500,CT,7.62,9.66,4
54409,5,2+,51 to 100,50-59,noValue,MS,2.87,0.0,2
54411,9,2+,51 to 100,50-59,noValue,VA,0.0,5.03,4
54420,11,2+,0 to 50,40-49,noValue,NC,3.18,6.37,5
54427,8,1,51 to 100,50-59,noValue,NC,7.42,2.21,3
54431,12,0,51 to 100,50-59,noValue,CA,7.38,5.2,6
54434,6,2+,51 to 100,40-49,101 to 200,TN,20.9,5.32,8
54436,28,0,0 to 50,60-64,noValue,NY,2.52,5.28,2
54437,10,1,101 to 150,50-59,noValue,NC,9.81,6.5,9
54455,5,0,0 to 50,30-39,noValue,CA,1.86,6.71,4
54459,4,1,51 to 100,noValue,noValue,NY,0.87,0.0,3
54462,15,2+,51 to 100,40-49,noValue,OH,5.07,2.88,2
54463,22,2+,0 to 50,40-49,0 to 100,MI,11.35,3.53,7
54466,5,2+,0 to 50,40-49,noValue,GA,0.64,4.84,3
54467,23,2+,51 to 100,50-59,noValue,NJ,2.84,2.87,2
54468,14,2+,51 to 100,30-39,101 to 200,KY,1.6,0.93,4
54469,5,2+,51 to 100,noValue,noValue,CA,12.72,8.87,6
54471,10,2+,151+,60-64,101 to 200,DE,1.26,4.39,3
54475,9,2+,noValue,noValue,noValue,FL,0.0,5.15,2
54478,3,2+,51 to 100,40-49,noValue,PA,22.03,5.88,8
54484,9,0,51 to 100,30-39,noValue,LA,7.81,0.0,3
54489,11,2+,51 to 100,40-49,101 to 200,AL,0.57,12.67,5
54496,6,2+,0 to 50,30-39,0 to 100,OH,15.43,7.18,3
54497,12,2+,0 to 50,noValue,noValue,MI,0.82,3.64,2
54499,12,0,51 to 100,50-59,201 to 500,NY,11.75,0.99,4
54501,13,2+,noValue,65+,noValue,LA,8.73,1.71,2
54506,9,2+,151+,50-59,noValue,MA,9.26,5.69,6
54522,10,2+,51 to 100,40-49,noValue,NC,10.21,4.81,4
54542,6,0,0 to 50,20-29,noValue,MA,2.25,12.5,3
54545,10,2+,0 to 50,30-39,noValue,CA,5.99,0.0,2
54549,3,2+,51 to 100,noValue,101 to 200,OR,2.7,3.43,3
54553,12,2+,0 to 50,30-39,noValue,NY,10.37,7.22,4
54557,12,2+,0 to 50,50-59,201 to 500,NJ,3.25,1.09,2
54559,8,2+,0 to 50,65+,0 to 100,VA,11.99,2.23,4
54561,20,1,101 to 150,50-59,101 to 200,PA,4.81,5.45,5
54565,9,2+,0 to 50,noValue,noValue,NJ,0.55,3.94,4
54568,5,1,noValue,noValue,noValue,AL,15.28,5.87,5
54576,24,2+,noValue,40-49,noValue,NY,3.1,7.87,4
54587,9,2+,51 to 100,40-49,101 to 200,PA,11.6,6.88,4
54594,14,2+,51 to 100,50-59,noValue,NC,11.61,2.52,5
54597,22,0,0 to 50,65+,noValue,NY,8.14,1.55,3
54598,14,2+,0 to 50,noValue,101 to 200,LA,12.18,5.64,3
54606,20,2+,0 to 50,40-49,noValue,NY,20.06,8.3,7
54609,26,2+,0 to 50,noValue,101 to 200,ME,1.24,1.71,2
54612,28,2+,51 to 100,30-39,noValue,SC,6.69,3.66,4
54617,3,2+,0 to 50,40-49,101 to 200,MS,8.03,0.99,5
54626,16,2+,0 to 50,40-49,noValue,FL,0.0,12.35,4
54632,21,0,0 to 50,40-49,noValue,NY,20.15,6.58,7
54634,17,2+,0 to 50,65+,noValue,TN,10.67,9.86,8
54636,3,0,0 to 50,20-29,noValue,GA,15.89,2.5,4
54637,7,2+,0 to 50,40-49,noValue,SC,7.3,6.24,4
54642,11,1,51 to 100,20-29,noValue,SC,11.44,4.9,6
54643,10,2+,51 to 100,40-49,noValue,PA,8.83,0.0,3
54644,4,2+,51 to 100,noValue,noValue,LA,9.34,0.78,5
54650,12,1,51 to 100,noValue,noValue,FL,0.0,4.36,3
54654,16,2+,51 to 100,noValue,noValue,PA,11.31,2.09,5
54656,4,2+,51 to 100,noValue,101 to 200,GA,5.13,2.0,5
54659,13,0,51 to 100,40-49,noValue,NJ,7.1,2.75,2
54661,9,2+,101 to 150,40-49,101 to 200,DE,2.14,2.26,2
54662,18,2+,0 to 50,40-49,noValue,PA,9.5,10.38,4
54671,9,2+,51 to 100,30-39,noValue,WA,7.42,3.77,6
54674,5,2+,51 to 100,30-39,noValue,NJ,12.48,9.65,6
54676,15,1,0 to 50,noValue,noValue,NC,10.68,5.45,4
54680,6,2+,51 to 100,40-49,201 to 500,MD,11.46,11.29,6
54681,26,1,0 to 50,60-64,noValue,NY,5.41,5.4,5
54686,13,0,101 to 150,50-59,noValue,GA,12.1,3.2,4
54695,11,2+,51 to 100,40-49,101 to 200,MI,2.05,15.01,4
54697,15,2+,151+,40-49,noValue,MI,7.8,6.94,3
54701,17,0,0 to 50,40-49,noValue,FL,3.97,5.72,3
54706,6,1,51 to 100,40-49,noValue,VA,0.0,0.98,2
54714,8,2+,noValue,50-59,noValue,CA,0.0,0.0,2
54721,25,2+,51 to 100,30-39,noValue,NY,3.35,2.75,3
54730,10,0,51 to 100,65+,noValue,GA,10.33,3.33,2
54731,7,2+,51 to 100,40-49,noValue,NC,9.86,3.42,6
54733,11,0,51 to 100,65+,201 to 500,LA,14.18,0.0,5
54737,7,2+,0 to 50,noValue,noValue,LA,7.37,3.87,2
54738,13,1,51 to 100,65+,noValue,NY,2.06,0.0,4
54741,5,0,noValue,65+,noValue,NY,12.07,3.66,6
54743,13,0,0 to 50,40-49,noValue,VA,1.64,4.18,2
54751,11,2+,51 to 100,40-49,noValue,FL,15.01,0.88,6
54763,8,2+,51 to 100,40-49,noValue,WI,9.28,6.45,4
54765,5,0,51 to 100,30-39,noValue,SC,0.27,4.9,3
54767,5,0,51 to 100,40-49,noValue,AR,5.04,13.11,6
54777,26,0,noValue,50-59,noValue,WA,2.39,6.06,3
54780,7,2+,101 to 150,noValue,noValue,CA,18.1,5.95,9
54784,24,0,0 to 50,30-39,noValue,NJ,8.02,3.82,3
54792,13,2+,51 to 100,40-49,0 to 100,NC,2.33,6.54,2
54796,10,2+,51 to 100,40-49,101 to 200,IN,16.99,11.49,9
54800,14,1,0 to 50,40-49,noValue,NC,6.5,7.03,3
54814,9,2+,0 to 50,50-59,201 to 500,NY,2.34,0.22,2
54818,17,0,0 to 50,noValue,201 to 500,NJ,7.11,2.48,3
54821,8,2+,0 to 50,noValue,101 to 200,NY,7.72,3.56,3
54837,11,2+,noValue,noValue,noValue,FL,0.72,3.8,3
54839,9,0,0 to 50,65+,noValue,CA,8.39,2.97,5
54840,11,2+,noValue,noValue,0 to 100,IN,8.07,4.24,4
54846,16,2+,noValue,65+,0 to 100,GA,8.48,1.88,4
54859,17,0,151+,20-29,noValue,NC,3.71,8.08,4
54860,9,2+,51 to 100,50-59,noValue,MI,3.69,4.72,4
54868,18,2+,151+,40-49,noValue,FL,1.81,6.36,3
54872,12,1,51 to 100,30-39,noValue,MD,1.45,3.07,2
54880,9,0,51 to 100,60-64,noValue,GA,6.48,14.54,4
54881,9,2+,0 to 50,30-39,noValue,FL,3.17,4.39,3
54883,3,2+,0 to 50,noValue,noValue,KY,5.22,6.03,2
54886,16,0,0 to 50,60-64,noValue,SC,13.07,1.77,3
54891,14,0,noValue,50-59,noValue,FL,21.36,0.0,10
54895,6,1,51 to 100,50-59,101 to 200,IN,7.02,0.95,2
54897,18,0,0 to 50,20-29,noValue,NJ,1.57,2.87,3
54901,10,0,51 to 100,noValue,201 to 500,CA,4.93,0.0,4
54903,11,2+,101 to 150,50-59,noValue,NY,15.53,1.91,3
54904,11,0,0 to 50,noValue,201 to 500,CA,6.56,8.5,6
54915,7,0,51 to 100,30-39,noValue,SC,5.49,2.78,4
54917,7,0,51 to 100,noValue,noValue,MI,18.61,3.38,6
54920,9,0,51 to 100,65+,noValue,VA,8.71,0.57,4
54930,17,2+,51 to 100,20-29,0 to 100,TX,7.84,2.77,3
54938,27,0,0 to 50,noValue,noValue,FL,8.86,5.34,5
54940,5,2+,0 to 50,30-39,noValue,NC,1.33,21.46,6
54941,9,0,51 to 100,20-29,noValue,LA,18.75,7.86,7
54942,4,2+,0 to 50,40-49,noValue,SC,6.98,3.76,5
54952,8,2+,101 to 150,noValue,noValue,CA,9.69,6.4,3
54953,15,2+,101 to 150,40-49,noValue,CA,7.13,0.17,3
54956,5,2+,51 to 100,40-49,201 to 500,CA,11.71,2.33,3
54964,8,0,noValue,65+,noValue,FL,3.0,4.53,4
54966,4,0,0 to 50,30-39,201 to 500,CA,4.28,1.43,2
54967,4,2+,0 to 50,40-49,0 to 100,MI,9.87,3.88,3
54970,4,2+,0 to 50,noValue,noValue,NY,2.14,8.72,4
54974,22,1,51 to 100,40-49,noValue,AZ,7.94,2.83,4
54975,2,0,0 to 50,noValue,0 to 100,GA,9.21,3.67,5
54976,10,0,noValue,60-64,noValue,NY,4.54,3.73,3
54979,11,0,51 to 100,50-59,noValue,VA,2.59,4.93,6
54984,13,0,101 to 150,60-64,201 to 500,VA,5.21,0.0,3
54985,14,0,0 to 50,50-59,noValue,NC,8.32,8.53,8
54993,27,0,0 to 50,noValue,noValue,MA,12.07,6.21,5
55001,18,2+,0 to 50,50-59,noValue,VA,6.66,12.72,6
55004,14,0,0 to 50,40-49,noValue,CA,9.33,5.06,6
55010,9,2+,0 to 50,65+,noValue,NC,2.87,1.47,2
55018,8,0,noValue,noValue,101 to 200,SC,16.04,1.45,4
55020,15,2+,0 to 50,50-59,noValue,MI,4.95,6.69,4
55023,8,1,101 to 150,40-49,noValue,IL,3.92,5.11,2
55034,9,2+,noValue,50-59,101 to 200,NC,6.32,7.98,7
55037,18,0,noValue,20-29,201 to 500,MA,11.35,3.81,4
55040,9,2+,0 to 50,40-49,noValue,OH,12.81,5.88,6
55041,7,2+,0 to 50,40-49,noValue,ID,2.45,2.51,2
55046,6,1,0 to 50,50-59,noValue,VA,13.11,0.0,7
55047,3,1,51 to 100,noValue,noValue,PA,3.51,5.25,2
55054,10,2+,51 to 100,40-49,noValue,FL,11.18,2.78,5
55055,13,2+,51 to 100,65+,noValue,NC,3.76,3.99,4
55056,9,2+,101 to 150,40-49,noValue,OH,5.14,1.57,3
55060,9,0,0 to 50,20-29,noValue,MS,3.89,1.82,2
55062,14,0,51 to 100,50-59,noValue,TX,4.86,3.47,2
55065,8,1,0 to 50,30-39,0 to 100,PA,5.08,1.3,5
55077,29,0,0 to 50,65+,noValue,NY,3.6,4.85,3
55080,10,2+,51 to 100,40-49,noValue,NC,2.31,3.25,2
55082,13,2+,0 to 50,40-49,noValue,FL,15.08,2.02,5
55086,10,2+,51 to 100,50-59,noValue,NC,8.44,2.54,5
55096,16,2+,0 to 50,40-49,noValue,CA,16.74,9.34,6
55098,13,0,noValue,50-59,noValue,GA,6.09,5.01,5
55101,19,1,101 to 150,noValue,noValue,AL,0.0,0.59,2
55113,6,1,0 to 50,noValue,noValue,SC,4.85,8.6,3
55119,13,2+,51 to 100,noValue,noValue,DE,2.98,1.06,3
55125,12,0,0 to 50,60-64,noValue,NJ,6.33,3.16,4
55127,5,1,51 to 100,noValue,201 to 500,CA,1.95,1.91,3
55131,12,2+,51 to 100,noValue,noValue,AZ,2.53,2.81,2
55134,5,0,0 to 50,60-64,0 to 100,IN,4.18,2.17,3
55139,14,2+,noValue,40-49,noValue,MI,8.71,0.0,6
55144,19,2+,51 to 100,40-49,noValue,CT,16.66,4.42,5
55147,8,2+,0 to 50,noValue,noValue,GA,12.91,2.72,5
55154,21,0,51 to 100,noValue,noValue,NJ,7.73,2.55,4
55155,4,2+,51 to 100,65+,noValue,MS,12.53,3.92,7
55156,11,2+,noValue,noValue,noValue,PA,14.29,3.67,4
55158,10,2+,51 to 100,20-29,noValue,PA,0.0,1.86,2
55161,2,2+,151+,30-39,201 to 500,NJ,4.55,2.28,3
55162,7,0,51 to 100,50-59,noValue,OH,0.05,4.27,3
55164,18,2+,0 to 50,30-39,noValue,TX,5.05,8.9,5
55165,16,1,0 to 50,40-49,101 to 200,CA,8.63,0.0,4
55167,11,0,0 to 50,40-49,noValue,CA,4.85,1.55,3
55188,27,0,101 to 150,40-49,noValue,MA,5.85,4.23,3
55194,11,2+,0 to 50,40-49,noValue,PA,5.53,5.53,4
55198,10,0,0 to 50,20-29,noValue,FL,16.78,0.0,5
55203,23,0,0 to 50,noValue,noValue,WA,22.89,1.61,7
55205,13,0,0 to 50,noValue,101 to 200,ME,9.55,4.04,4
55212,4,0,0 to 50,noValue,noValue,FL,0.45,1.74,2
55217,15,2+,0 to 50,noValue,noValue,DE,1.57,2.61,5
55219,7,2+,0 to 50,40-49,noValue,PA,6.25,6.81,4
55221,11,0,0 to 50,30-39,noValue,NC,5.8,5.03,4
55223,7,0,51 to 100,40-49,noValue,PA,15.32,0.0,4
55227,13,0,51 to 100,65+,noValue,CA,17.53,5.51,4
55228,10,2+,51 to 100,20-29,noValue,NY,8.02,3.16,9
55229,6,0,101 to 150,noValue,noValue,LA,9.32,2.07,7
55239,11,0,0 to 50,30-39,noValue,NC,6.88,6.01,3
55242,11,2+,0 to 50,40-49,201 to 500,CA,9.75,7.8,5
55249,10,2+,0 to 50,40-49,101 to 200,IN,7.85,3.43,5
55250,4,0,0 to 50,40-49,noValue,LA,1.67,5.02,3
55251,9,1,51 to 100,noValue,noValue,FL,7.07,0.0,4
55259,12,2+,51 to 100,noValue,noValue,MI,6.34,3.51,3
55267,25,2+,0 to 50,noValue,noValue,CA,2.49,1.01,2
55272,8,2+,0 to 50,30-39,0 to 100,NY,9.23,5.39,5
55273,12,0,0 to 50,30-39,noValue,PA,17.56,2.25,6
55275,6,0,0 to 50,65+,noValue,NY,8.33,4.79,2
55276,10,2+,101 to 150,noValue,101 to 200,AL,3.12,3.17,3
55282,20,2+,0 to 50,65+,201 to 500,LA,5.21,7.83,5
55289,13,2+,0 to 50,30-39,noValue,MI,9.19,4.57,5
55301,8,2+,51 to 100,40-49,101 to 200,SC,9.22,1.64,3
55304,16,2+,51 to 100,65+,noValue,CA,13.43,0.05,3
55305,11,1,noValue,noValue,201 to 500,NJ,27.02,0.0,10
55308,6,2+,51 to 100,noValue,noValue,MI,5.41,1.04,3
55310,9,2+,51 to 100,50-59,0 to 100,MI,0.82,2.76,4
55322,6,2+,51 to 100,50-59,101 to 200,LA,11.16,0.0,7
55323,4,1,0 to 50,30-39,101 to 200,NH,4.25,11.09,5
55327,20,0,0 to 50,50-59,0 to 100,FL,11.33,3.1,6
55329,11,2+,101 to 150,noValue,201 to 500,MA,0.0,1.48,4
55335,17,0,0 to 50,50-59,noValue,CA,6.14,9.75,6
55341,8,0,101 to 150,50-59,noValue,VT,6.33,4.19,4
55348,15,1,noValue,30-39,noValue,VA,4.19,1.96,2
55352,26,2+,51 to 100,noValue,201 to 500,CA,6.92,3.2,3
55353,8,2+,0 to 50,30-39,noValue,SC,11.56,3.97,4
55361,21,0,151+,50-59,201 to 500,MI,16.71,4.24,6
55363,9,0,0 to 50,40-49,noValue,MD,3.22,3.24,3
55367,16,1,51 to 100,20-29,noValue,VT,5.08,0.0,6
55376,17,0,0 to 50,noValue,101 to 200,SC,0.92,7.88,2
55378,9,2+,0 to 50,30-39,101 to 200,FL,12.04,2.06,4
55389,7,0,0 to 50,noValue,101 to 200,AL,3.58,0.99,2
55395,9,2+,51 to 100,noValue,noValue,AL,7.99,2.93,3
55397,11,1,0 to 50,20-29,noValue,FL,16.21,1.37,6
55398,6,0,0 to 50,noValue,noValue,MI,1.29,3.45,2
55402,6,0,0 to 50,50-59,noValue,VA,8.08,8.21,7
55406,9,2+,51 to 100,40-49,noValue,NY,3.62,3.28,3
55407,27,0,0 to 50,60-64,noValue,NJ,4.41,5.65,2
55409,5,0,51 to 100,50-59,201 to 500,CA,19.42,3.2,10
55413,12,2+,0 to 50,noValue,101 to 200,NJ,2.49,1.34,4
55419,4,1,0 to 50,40-49,noValue,CA,0.0,1.49,3
55420,15,1,51 to 100,50-59,201 to 500,NY,14.59,6.21,4
55425,11,0,0 to 50,30-39,noValue,NJ,5.44,4.17,3
55427,17,2+,0 to 50,noValue,noValue,NY,11.15,4.36,5
55436,12,2+,51 to 100,noValue,201 to 500,NY,9.38,5.04,5
55439,14,0,0 to 50,50-59,noValue,NY,9.27,0.27,4
55441,10,2+,0 to 50,50-59,noValue,SC,2.52,3.35,2
55444,19,1,0 to 50,50-59,201 to 500,NY,12.45,1.73,3
55450,12,0,0 to 50,65+,noValue,GA,6.45,3.77,5
55458,9,0,51 to 100,65+,201 to 500,NY,19.11,3.2,9
55459,13,2+,151+,40-49,noValue,TN,15.24,2.37,8
55464,11,2+,0 to 50,noValue,101 to 200,OH,0.99,0.0,2
55468,7,2+,51 to 100,40-49,noValue,NC,2.74,4.54,2
55470,14,0,51 to 100,40-49,noValue,SC,0.0,0.0,3
55472,6,2+,101 to 150,40-49,noValue,AL,2.51,0.26,7
55474,3,0,noValue,noValue,noValue,NC,9.02,1.34,3
55478,10,2+,101 to 150,50-59,201 to 500,NJ,10.16,5.6,5
55479,4,2+,101 to 150,30-39,noValue,CA,6.0,0.57,3
55482,9,2+,0 to 50,30-39,noValue,VA,29.25,1.71,9
55483,6,0,0 to 50,noValue,201 to 500,NY,1.62,5.58,2
55490,4,2+,0 to 50,40-49,noValue,LA,17.51,0.0,4
55491,6,2+,51 to 100,40-49,noValue,LA,7.9,0.0,3
55496,11,0,0 to 50,noValue,101 to 200,CA,0.0,3.51,2
55498,9,0,0 to 50,65+,noValue,NY,7.23,3.87,2
55502,10,2+,51 to 100,noValue,noValue,NC,0.0,0.66,2
55505,28,0,0 to 50,noValue,101 to 200,PA,7.18,6.16,7
55507,11,2+,51 to 100,noValue,noValue,CA,7.65,6.51,5
55508,13,2+,51 to 100,50-59,noValue,AL,4.96,5.08,6
55510,7,2+,151+,noValue,noValue,CA,17.55,0.54,8
55516,12,0,101 to 150,50-59,201 to 500,MI,2.65,0.3,3
55518,10,0,51 to 100,noValue,101 to 200,SC,5.63,0.79,3
55520,5,2+,51 to 100,40-49,noValue,AL,24.41,0.0,7
55521,15,0,0 to 50,noValue,noValue,LA,7.95,2.68,2
55531,16,2+,0 to 50,noValue,noValue,FL,1.24,3.28,2
55537,11,2+,51 to 100,30-39,noValue,TX,6.4,4.17,4
55538,9,0,0 to 50,50-59,0 to 100,SC,4.16,7.97,4
55539,12,2+,0 to 50,40-49,0 to 100,ME,14.55,2.18,6
55549,15,1,0 to 50,40-49,noValue,MA,8.74,4.92,3
55556,7,2+,51 to 100,60-64,noValue,AR,9.42,0.38,4
55557,12,2+,101 to 150,50-59,noValue,PA,0.0,5.39,3
55559,9,2+,0 to 50,60-64,noValue,LA,4.0,4.41,6
55560,29,0,101 to 150,30-39,501+,VA,7.58,7.51,6
55566,10,2+,51 to 100,30-39,noValue,CA,14.89,2.16,5
55578,6,0,0 to 50,noValue,noValue,CA,1.72,3.43,2
55580,22,1,51 to 100,noValue,noValue,FL,4.44,2.7,2
55581,22,2+,noValue,noValue,noValue,LA,0.0,0.34,3
55586,17,2+,0 to 50,20-29,101 to 200,IL,2.86,0.64,5
55593,11,0,noValue,40-49,noValue,DC,6.52,7.71,6
55598,13,0,0 to 50,50-59,noValue,CA,1.73,6.81,3
55604,21,2+,51 to 100,65+,noValue,NJ,8.69,5.25,2
55606,13,2+,0 to 50,50-59,noValue,VA,15.1,1.8,4
55614,24,0,0 to 50,noValue,noValue,MI,6.41,4.76,7
55617,8,2+,51 to 100,40-49,noValue,PA,6.86,0.0,4
55621,18,2+,0 to 50,40-49,101 to 200,FL,8.93,7.25,6
55624,13,0,101 to 150,65+,noValue,NC,9.04,4.43,4
55625,16,1,51 to 100,20-29,noValue,NY,6.78,2.74,4
55626,6,2+,51 to 100,40-49,noValue,PA,19.01,4.11,11
55628,8,2+,51 to 100,40-49,101 to 200,MI,4.53,2.87,3
55629,26,2+,51 to 100,40-49,noValue,CA,12.6,9.94,6
55639,13,0,51 to 100,65+,noValue,WA,3.62,0.63,2
55640,19,0,51 to 100,noValue,noValue,MD,7.42,0.0,3
55644,8,2+,noValue,40-49,0 to 100,NC,6.61,0.01,5
55649,17,2+,0 to 50,noValue,noValue,GA,15.47,4.35,4
55654,14,2+,151+,40-49,noValue,PA,13.57,0.0,7
55659,18,1,0 to 50,20-29,noValue,NY,6.68,12.04,5
55666,26,1,51 to 100,50-59,noValue,NY,5.41,4.43,4
55668,9,2+,0 to 50,noValue,noValue,SC,9.15,5.62,8
55670,12,2+,101 to 150,noValue,noValue,MA,25.08,2.44,5
55672,6,0,noValue,noValue,noValue,CA,13.01,2.25,5
55674,5,2+,51 to 100,40-49,noValue,IN,6.85,16.79,8
55678,7,0,101 to 150,noValue,noValue,FL,13.59,2.63,8
55683,24,2+,0 to 50,40-49,501+,NY,4.47,6.49,4
55688,11,2+,51 to 100,40-49,noValue,CA,14.1,2.14,5
55689,9,2+,0 to 50,50-59,noValue,IN,0.0,1.53,2
55691,12,0,0 to 50,65+,101 to 200,CT,11.21,7.26,4
55693,15,2+,0 to 50,30-39,101 to 200,FL,18.42,1.33,7
55695,15,2+,51 to 100,40-49,noValue,NY,10.92,7.66,8
55698,12,0,51 to 100,noValue,noValue,CA,10.98,3.93,6
55701,7,2+,0 to 50,30-39,101 to 200,MD,7.65,3.93,2
55706,15,2+,51 to 100,50-59,noValue,NC,3.92,3.59,3
55707,5,1,0 to 50,noValue,noValue,GA,8.34,7.69,6
55709,25,0,51 to 100,50-59,noValue,NJ,0.0,14.67,4
55720,15,2+,0 to 50,20-29,0 to 100,NC,10.32,3.28,8
55722,19,2+,0 to 50,60-64,noValue,CA,6.02,0.91,3
55725,10,0,51 to 100,65+,noValue,NC,4.64,0.23,4
55728,7,2+,51 to 100,40-49,noValue,KY,12.95,11.5,7
55731,12,1,51 to 100,noValue,noValue,AL,7.63,4.16,3
55733,21,0,0 to 50,50-59,noValue,NJ,1.38,3.14,3
55734,11,0,0 to 50,noValue,noValue,FL,2.77,2.48,5
55735,7,2+,51 to 100,noValue,noValue,WA,2.48,3.82,2
55739,14,2+,101 to 150,40-49,101 to 200,GA,1.23,0.0,7
55742,4,0,51 to 100,30-39,noValue,NY,15.67,0.46,6
55745,14,2+,0 to 50,30-39,201 to 500,CA,4.18,0.0,3
55752,12,0,51 to 100,noValue,noValue,IN,4.73,2.82,2
55754,2,1,0 to 50,30-39,noValue,GA,7.98,4.16,4
55758,3,0,0 to 50,50-59,0 to 100,WV,3.29,9.14,3
55763,7,2+,0 to 50,noValue,101 to 200,CT,13.33,4.36,8
55778,7,0,51 to 100,50-59,noValue,OH,4.22,4.81,2
55780,11,0,0 to 50,noValue,0 to 100,GA,11.38,5.38,6
55793,5,1,noValue,60-64,noValue,IN,11.65,6.13,7
55799,19,0,51 to 100,20-29,noValue,NJ,13.17,6.41,7
55801,18,0,0 to 50,noValue,noValue,NY,2.28,5.87,3
55804,13,2+,51 to 100,40-49,noValue,FL,7.19,3.32,4
55809,18,0,0 to 50,40-49,noValue,NY,3.64,3.89,3
55811,17,2+,51 to 100,65+,noValue,NJ,0.0,6.78,4
55814,13,2+,0 to 50,50-59,noValue,WA,4.83,3.14,4
55815,6,0,0 to 50,20-29,noValue,AZ,9.98,5.55,6
55818,18,0,0 to 50,50-59,noValue,MA,8.03,0.8,3
55819,15,2+,101 to 150,30-39,201 to 500,NY,2.54,4.41,3
55820,13,0,0 to 50,50-59,noValue,CT,5.32,6.53,3
55830,10,0,0 to 50,60-64,noValue,FL,1.09,5.95,2
55835,8,0,0 to 50,40-49,0 to 100,NY,11.06,8.96,6
55838,5,2+,51 to 100,30-39,noValue,MI,3.06,4.33,3
55839,11,2+,0 to 50,30-39,0 to 100,MI,3.21,2.64,2
55843,14,2+,51 to 100,40-49,101 to 200,MI,3.82,1.08,3
55844,6,2+,51 to 100,noValue,201 to 500,NC,1.6,1.79,2
55847,14,0,noValue,60-64,noValue,SC,8.1,5.42,4
55850,9,2+,51 to 100,40-49,noValue,NC,9.63,2.99,3
55853,16,0,noValue,20-29,101 to 200,NC,17.92,1.22,5
55867,8,0,151+,60-64,noValue,MI,3.37,7.11,4
55871,17,1,0 to 50,noValue,noValue,NY,9.19,2.99,4
55874,5,2+,51 to 100,noValue,0 to 100,OH,1.21,3.9,3
55876,6,1,noValue,noValue,noValue,AR,6.33,0.0,6
55883,6,2+,0 to 50,20-29,201 to 500,VA,9.99,0.9,3
55888,10,2+,0 to 50,40-49,noValue,GA,1.9,3.15,2
55890,8,2+,51 to 100,50-59,noValue,PA,0.0,0.07,2
55894,8,2+,51 to 100,40-49,noValue,CA,1.27,1.67,5
55895,6,2+,101 to 150,50-59,noValue,CA,19.08,8.95,5
55896,12,0,0 to 50,noValue,noValue,KY,13.34,4.59,5
55897,11,2+,0 to 50,50-59,noValue,PA,5.12,3.2,3
55903,13,2+,51 to 100,50-59,noValue,MI,3.02,0.26,5
55905,12,2+,noValue,40-49,noValue,NY,7.93,6.75,5
55906,8,1,0 to 50,65+,noValue,NY,3.33,2.48,2
55911,6,0,0 to 50,noValue,noValue,GA,4.72,0.93,3
55913,24,0,0 to 50,40-49,201 to 500,NJ,3.32,8.05,6
55914,21,0,51 to 100,noValue,noValue,NC,21.86,1.6,7
55916,18,1,noValue,40-49,noValue,OH,6.39,4.28,3
55922,7,0,51 to 100,50-59,noValue,TX,9.28,8.2,3
55923,5,2+,0 to 50,30-39,noValue,NC,7.43,0.0,5
55929,9,1,noValue,50-59,noValue,LA,7.42,1.19,5
55930,26,1,noValue,50-59,noValue,LA,4.43,0.55,3
55934,12,2+,51 to 100,noValue,noValue,NC,5.83,2.56,4
55941,17,0,0 to 50,noValue,noValue,MI,4.4,1.87,5
55945,21,1,101 to 150,40-49,201 to 500,NY,2.14,5.94,3
55948,9,0,noValue,65+,0 to 100,LA,1.72,1.11,2
55950,22,2+,51 to 100,40-49,noValue,FL,4.11,9.3,2
55951,10,2+,101 to 150,40-49,201 to 500,NY,17.78,3.87,7
55953,16,2+,51 to 100,50-59,noValue,CA,11.75,5.26,5
55955,15,2+,0 to 50,40-49,0 to 100,NY,9.06,0.0,3
55959,16,1,51 to 100,30-39,noValue,MA,11.84,2.0,5
55964,13,0,0 to 50,20-29,noValue,VA,1.56,5.03,4
55967,8,0,0 to 50,40-49,noValue,NC,0.0,0.0,2
55973,6,0,noValue,65+,0 to 100,MI,7.99,5.04,3
55975,12,0,101 to 150,40-49,noValue,MI,6.66,2.81,3
55979,11,2+,101 to 150,30-39,noValue,MA,0.05,3.54,3
